compound,modifier,head,frequency_class
Kreisvorstandsmitglied,Kreisvorstand,Mitglied,19.0
Keuchhusten,keuchen,Husten,19.0
Jugendveranstaltung,Jugend,Veranstaltung,19.0
Kassenbuch,Kasse,Buch,19.0
Landluft,Land,Luft,19.0
Kriegsbemalung,Krieg,Bemalung,19.0
Konsumartikel,Konsum,Artikel,19.0
Konkurrenzangebot,Konkurrenz,Angebot,19.0
Kindermärchen,Kind,Märchen,19.0
Kaffeebecher,Kaffee,Becher,19.0
Kampfeinheit,Kampf,Einheit,19.0
Konsumentenkredit,Konsument,Kredit,19.0
Kinderartikel,Kind,Artikel,19.0
Kinofreund,Kino,Freund,19.0
Künstlerehepaar,Künstler,Ehepaar,19.0
Kuratoriumsvorsitzende,Kuratorium,Vorsitzende,19.0
Kriegsgeschichte,Krieg,Geschichte,19.0
Landkreisverwaltung,Landkreis,Verwaltung,19.0
Vorrangstellung,Vorrang,Stellung,19.0
Königsstuhl,König,Stuhl,19.0
Kreiswahlleiter,Kreis,Wahlleiter,19.0
Landesunternehmen,Land,Unternehmen,19.0
Konservenbüchse,Konserve,Büchse,19.0
Königstitel,König,Titel,19.0
Kuratoriumssitzung,Kuratorium,Sitzung,19.0
Kasernenhof,Kaserne,Hof,19.0
Kreiswahlausschuss,Kreis,Wahlausschuss,19.0
Landesumweltministerium,Land,Umweltministerium,19.0
Kinoerlebnis,Kino,Erlebnis,19.0
Kindergrab,Kind,Grab,19.0
Keulenschlag,Keule,Schlag,19.0
Kontrollstation,Kontrolle,Station,19.0
Vorzugsaktionär,Vorzug,Aktionär,19.0
Kriegsereignis,Krieg,Ereignis,19.0
Knieprellung,Knie,Prellung,19.0
Landespolizeidirektion,Landespolizei,Direktion,19.0
Kletterseil,klettern,Seil,19.0
Krankenhausbehandlung,Krankenhaus,Behandlung,19.0
Kusshand,Kuss,Hand,19.0
Landadel,Land,Adel,19.0
Wahlrede,Wahl,Rede,19.0
Körperkult,Körper,Kult,19.0
Kussmund,Kuss,Mund,19.0
Körperkultur,Körper,Kultur,19.0
Küstenabschnitt,Küste,Abschnitt,19.0
Kundennutzen,Kunde,Nutzen,19.0
Lampionumzug,Lampion,Umzug,19.0
Küstenbewohner,Küste,Bewohner,19.0
Kulturjournal,Kultur,Journal,19.0
Wachstumstrend,Wachstum,Trend,19.0
Körperkunst,Körper,Kunst,19.0
Körperoberfläche,Körper,Oberfläche,19.0
Körperöffnung,Körper,Öffnung,19.0
Lammrücken,Lamm,Rücken,19.0
Kundennummer,Kunde,Nummer,19.0
Klettverschluss,Klette,Verschluss,19.0
Lammkeule,Lamm,Keule,19.0
Klientelpolitik,Klientel,Politik,19.0
Kohleförderung,Kohle,Förderung,19.0
Waffenhersteller,Waffe,Hersteller,19.0
Körperpartie,Körper,Partie,19.0
Krampfanfall,Krampf,Anfall,19.0
Kohlefaser,Kohle,Faser,19.0
Kragenweite,Kragen,Weite,19.0
Körpermaß,Körper,Maß,19.0
Kundenliste,Kunde,Liste,19.0
Krankenhausbereich,Krankenhaus,Bereich,19.0
Wachstumstreiber,Wachstum,Treiber,19.0
Kulturgenuss,Kultur,Genuss,19.0
Kleintierzüchterverein,Kleintierzüchter,Verein,19.0
Körpergeruch,Körper,Geruch,19.0
Kohlenstoffatom,Kohlenstoff,Atom,19.0
Körpergewebe,Körper,Gewebe,19.0
Kleinverlag,klein,Verlag,19.0
Kulturgruppe,Kultur,Gruppe,19.0
Kleinwaffe,klein,Waffe,19.0
Kohlenmeiler,Kohle,Meiler,19.0
Kleinwohnung,klein,Wohnung,19.0
Krankenhausdirektor,Krankenhaus,Direktor,19.0
Kundensegment,Kunde,Segment,19.0
Landausflug,Land,Ausflug,19.0
Währungsstabilität,Währung,Stabilität,19.0
Körperhälfte,Körper,Hälfte,19.0
Kapitalgewinn,Kapital,Gewinn,19.0
Wahlkampfspende,Wahlkampf,Spende,19.0
Kohlendioxidemission,Kohlendioxid,Emission,19.0
Justizrat,Justiz,Rat,19.0
Körperinnere,Körper,Innere,19.0
Kletterkurs,klettern,Kurs,19.0
Kletterpartie,klettern,Partie,19.0
Kulturhistoriker,Kultur,Historiker,19.0
Wachstumsträger,Wachstum,Träger,19.0
Kundenpotenzial,Kunde,Potenzial,19.0
Kletterpflanze,klettern,Pflanze,19.0
Krankenhausbetrieb,Krankenhaus,Betrieb,19.0
Kletterrose,klettern,Rose,19.0
Kurzwahl,kurz,Wahl,19.0
Kulturjournalist,Kultur,Journalist,19.0
Karosserievariante,Karosserie,Variante,19.0
Vorsorgemedizin,Vorsorge,Medizin,19.0
Kofferradio,Koffer,Radio,19.0
Kundenkartei,Kunde,Kartei,19.0
Wachtelkönig,Wachtel,König,19.0
Vorbereitungsdienst,Vorbereitung,Dienst,19.0
Laienchor,Laie,Chor,19.0
Kofferbombe,Koffer,Bombe,19.0
Klimaproblem,Klima,Problem,19.0
Kapitalmehrheit,Kapital,Mehrheit,19.0
Klimaschützer,Klima,Schützer,19.0
Laienbühne,Laie,Bühne,19.0
Vollverpflegung,voll,Verpflegung,19.0
Laichgewässer,Laich,Gewässer,19.0
Kellerwohnung,Keller,Wohnung,19.0
Kulturkonzept,Kultur,Konzept,19.0
Körpertäuschung,Körper,Täuschung,19.0
Klimaschutzmaßnahme,Klimaschutz,Maßnahme,19.0
Währungsverlust,Währung,Verlust,19.0
Kundeninteresse,Kunde,Interesse,19.0
Kellerwand,Keller,Wand,19.0
Küstennähe,Küste,Nähe,19.0
Kulturleistung,Kultur,Leistung,19.0
Kochvorführung,Koch,Vorführung,19.0
Klimaschutzprogramm,Klimaschutz,Programm,19.0
Körperübung,Körper,Übung,19.0
Wahlkampfschlager,Wahlkampf,Schlager,19.0
Lagerzeit,lagern,Zeit,19.0
Körperverletzungsdelikt,Körperverletzung,Delikt,19.0
Kochstelle,kochen,Stelle,19.0
Kochwettbewerb,Koch,Wettbewerb,19.0
Klimagerät,Klima,Gerät,19.0
Kapitalmaßnahme,Kapital,Maßnahme,19.0
Karosserieteil,Karosserie,Teil,19.0
Körperpflegemittel,Körperpflege,Mittel,19.0
Kraftzentrum,Kraft,Zentrum,19.0
Körperregion,Körper,Region,19.0
Kenngröße,kennen,Größe,19.0
Vorbereitungsgespräch,Vorbereitung,Gespräch,19.0
Laienspielschar,Laie,Spielschar,19.0
Kraftwerksprojekt,Kraftwerk,Projekt,19.0
Klimabericht,Klima,Bericht,19.0
Kraftwerksgelände,Kraftwerk,Gelände,19.0
Körperschaftsteuersatz,Körperschaftsteuer,Satz,19.0
Vorsorgeprinzip,Vorsorge,Prinzip,19.0
Wahlkampfslogan,Wahlkampf,Slogan,19.0
Kraftwerksblock,Kraftwerk,Block,19.0
Kundenkonto,Kunde,Konto,19.0
Wahlgewinner,Wahl,Gewinner,19.0
Karosseriebau,Karosserie,Bau,19.0
Laienspiel,Laie,Spiel,19.0
Klimabilanz,Klima,Bilanz,19.0
Kohleabbau,Kohle,Abbau,19.0
Küstenlandschaft,Küste,Landschaft,19.0
Kofferträger,Koffer,Träger,19.0
Kofferraumdeckel,Kofferraum,Deckel,19.0
Körperseite,Körper,Seite,19.0
Körperspannung,Körper,Spannung,19.0
Kennerblick,Kenner,Blick,19.0
Klimafolgenforschung,Klimafolge,Forschung,19.0
Kraftwagen,Kraft,Wagen,19.0
Laienorganisation,Laie,Organisation,19.0
Kurzversion,kurz,Version,19.0
Landbewirtschaftung,Land,Bewirtschaftung,19.0
Krankenhauskosten,Krankenhaus,Kosten,19.0
Kohlenstoffdioxid,Kohlenstoff,Dioxid,19.0
Währungsraum,Währung,Raum,19.0
Kokainhandel,Kokain,Handel,19.0
Wahlgebiet,Wahl,Gebiet,19.0
Justizskandal,Justiz,Skandal,19.0
Kornblume,Korn,Blume,19.0
Vorführwagen,vorführen,Wagen,19.0
Kleinkunde,klein,Kunde,19.0
Kaiserpaar,Kaiser,Paar,19.0
Vorsilbe,vor,Silbe,19.0
Kleinkunstfestival,Kleinkunst,Festival,19.0
Keramikwerkstatt,Keramik,Werkstatt,19.0
Kapitaleigner,Kapital,Eigner,19.0
Kornkreis,Korn,Kreis,19.0
Waldameise,Wald,Ameise,19.0
Wachstumsperspektive,Wachstum,Perspektive,19.0
Kapitaleinsatz,Kapital,Einsatz,19.0
Kulturfonds,Kultur,Fonds,19.0
Länderbericht,Land,Bericht,19.0
Wahlprüfungsgericht,Wahlprüfung,Gericht,19.0
Karrierestart,Karriere,Start,19.0
Krankenlager,Kranke,Lager,19.0
Krankenkassenverband,Krankenkasse,Verband,19.0
Kohlmeise,Kohl,Meise,19.0
Kohlkopf,Kohl,Kopf,19.0
Kleinkunstszene,Kleinkunst,Szene,19.0
Landepiste,landen,Piste,19.0
Kurzprosa,kurz,Prosa,19.0
Kornspeicher,Korn,Speicher,19.0
Kokainkonsum,Kokain,Konsum,19.0
Kleinklima,klein,Klima,19.0
Kolibakterie,koli,Bakterie,19.0
Kündigungsschutzgesetz,Kündigungsschutz,Gesetz,19.0
Korbpreis,Korb,Preis,19.0
Kalorienbombe,Kalorie,Bombe,19.0
Kapitalbeschaffung,Kapital,Beschaffung,19.0
Krankenversicherungsschutz,Krankenversicherung,Schutz,19.0
Vorführraum,vorführen,Raum,19.0
Länderspieleinsatz,Länderspiel,Einsatz,19.0
Kleinhandel,klein,Handel,19.0
Wachstumskraft,Wachstum,Kraft,19.0
Kleinhändler,klein,Händler,19.0
Korbware,Korb,Ware,19.0
Jungsein,jung,Sein,19.0
Kleinhirn,klein,Hirn,19.0
Kaufauftrag,Kauf,Auftrag,19.0
Kleinholz,klein,Holz,19.0
Kokospalme,Kokos,Palme,19.0
Krankentransportwagen,Krankentransport,Wagen,19.0
Kaufbereitschaft,Kauf,Bereitschaft,19.0
Wachstumsmöglichkeit,Wachstum,Möglichkeit,19.0
Korkenzieher,Korken,Zieher,19.0
Kartellabsprache,Kartell,Absprache,19.0
Kleinkindalter,Kleinkind,Alter,19.0
Kapitaldecke,Kapital,Decke,19.0
Kerkermeister,Kerker,Meister,19.0
Kapitaldeckung,Kapital,Deckung,19.0
Kleinkläranlage,klein,Kläranlage,19.0
Karteileiche,Kartei,Leiche,19.0
Kochshow,Koch,Show,19.0
Körperarbeit,Körper,Arbeit,19.0
Kohlezeichnung,Kohle,Zeichnung,19.0
Körpererfahrung,Körper,Erfahrung,19.0
Währungsschwankung,Währung,Schwankung,19.0
Wachstumsprozess,Wachstum,Prozess,19.0
Krankenhausplanung,Krankenhaus,Planung,19.0
Kohleofen,Kohle,Ofen,19.0
Kalksandstein,Kalk,Sandstein,19.0
Körperertüchtigung,Körper,Ertüchtigung,19.0
Kleinsparer,klein,Sparer,19.0
Vorstellungsrunde,Vorstellung,Runde,19.0
Kleinstbetrieb,kleinste,Betrieb,19.0
Körperfett,Körper,Fett,19.0
Kulturfunktionär,Kultur,Funktionär,19.0
Krankenhauspatient,Krankenhaus,Patient,19.0
Kleinplanet,klein,Planet,19.0
Wahlraum,Wahl,Raum,19.0
Krankenhausmitarbeiter,Krankenhaus,Mitarbeiter,19.0
Kleinstkind,kleinste,Kind,19.0
Kleinstlebewesen,kleinste,Lebewesen,19.0
Waffenkammer,Waffe,Kammer,19.0
Kleinstunternehmen,kleinste,Unternehmen,19.0
Landbewohner,Land,Bewohner,19.0
Jungstorch,jung,Storch,19.0
Körperform,Körper,Form,19.0
Kaufhauskonzern,Kaufhaus,Konzern,19.0
Kleintheater,klein,Theater,19.0
Waffenindustrie,Waffe,Industrie,19.0
Körperfülle,Körper,Fülle,19.0
Vorgebirge,vor,Gebirge,19.0
Waffenkauf,Waffe,Kauf,19.0
Krankenhausseelsorge,Krankenhaus,Seelsorge,19.0
Kundenstrom,Kunde,Strom,19.0
Vorstellungstermin,Vorstellung,Termin,19.0
Karriereschritt,Karriere,Schritt,19.0
Kleinlebewesen,klein,Lebewesen,19.0
Kulturförderverein,Kultur,Förderverein,19.0
Kaiserpalast,Kaiser,Palast,19.0
Kleinmöbel,klein,Möbel,19.0
Kurzschlusshandlung,Kurzschluss,Handlung,19.0
Landei,Land,Ei,19.0
Wachstumspolitik,Wachstum,Politik,19.0
Waffenlobby,Waffe,Lobby,19.0
Kurzschlussreaktion,Kurzschluss,Reaktion,19.0
Krankenhauswesen,Krankenhaus,wesen,19.0
Körperbehinderung,Körper,Behinderung,19.0
Waffenlieferant,Waffe,Lieferant,19.0
Kohlerevier,Kohle,Revier,19.0
Kulturforschung,Kultur,Forschung,19.0
Kurzschrift,kurz,Schrift,19.0
Körperbewegung,Körper,Bewegung,19.0
Waffenlauf,Waffe,Lauf,19.0
Keramikarbeit,Keramik,Arbeit,19.0
Körperbewusstsein,Körper,Bewusstsein,19.0
Krankenhausseelsorger,Krankenhaus,Seelsorger,19.0
Karrieremöglichkeit,Karriere,Möglichkeit,19.0
Kundenverkehr,Kunde,Verkehr,19.0
Landegebühr,Land,Gebühr,19.0
Kundenverhalten,Kunde,Verhalten,19.0
Vorgängerbau,Vorgänger,Bau,19.0
Landeerlaubnis,landen,Erlaubnis,19.0
Kleinpferd,klein,Pferd,19.0
Körperbild,Körper,Bild,19.0
Wahlgeheimnis,Wahl,Geheimnis,19.0
Kleingemeinde,klein,Gemeinde,19.0
Körperwahrnehmung,Körper,Wahrnehmung,19.0
Körperwärme,Körper,Wärme,19.0
Ladestation,laden,Station,19.0
Walart,Wal,Art,19.0
Knollenblätterpilz,Knolle,Blätterpilz,19.0
Laderampe,laden,Rampe,19.0
Kostentreiber,Kosten,Treiber,19.0
Klubkarte,Klub,Karte,19.0
Klubkasse,Klub,Kasse,19.0
Kostentransparenz,Kosten,Transparenz,19.0
Klubleitung,Klub,Leitung,19.0
Kajakfahrer,Kajak,Fahrer,19.0
Juristenausbildung,Jurist,Ausbildung,19.0
Kultursprecher,Kultur,Sprecher,19.0
Kulturstaat,Kultur,Staat,19.0
Knopfauge,Knopf,Auge,19.0
Juniorenspieler,Junior,Spieler,19.0
Kostenstelle,Kosten,Stelle,19.0
Klubmannschaft,Klub,Mannschaft,19.0
Lackfabrik,Lack,Fabrik,19.0
Wahltaktik,Wahl,Taktik,19.0
Lackfarbe,Lack,Farbe,19.0
Kostensituation,Kosten,Situation,19.0
Vollzugsdefizit,Vollzug,Defizit,19.0
Lackmustest,Lackmus,Test,19.0
Knochenrest,Knochen,Rest,19.0
Lackschaden,Lack,Schaden,19.0
Kostensenkungsmaßnahme,Kostensenkung,Maßnahme,19.0
Kostenargument,Kosten,Argument,19.0
Kappungsgrenze,Kappung,Grenze,19.0
Klubmanager,Klub,Manager,19.0
Kostenaufstellung,Kosten,Aufstellung,19.0
Kulturwirtschaft,Kultur,Wirtschaft,19.0
Klubgelände,Klub,Gelände,19.0
Kosmetikfirma,Kosmetik,Firma,19.0
Ladezone,laden,Zone,19.0
Karfreitagsliturgie,Karfreitag,Liturgie,19.0
Kulturregion,Kultur,Region,19.0
Laborwert,Labor,Wert,19.0
Lachanfall,lachen,Anfall,19.0
Kulturreise,Kultur,Reise,19.0
Klostergut,Kloster,Gut,19.0
Kosmetikhersteller,Kosmetik,Hersteller,19.0
Waisenjunge,Waise,Junge,19.0
Kosmetikindustrie,Kosmetik,Industrie,19.0
Kosmetikkonzern,Kosmetik,Konzern,19.0
Kosmetikprodukt,Kosmetik,Produkt,19.0
Waisenknabe,Waise,Knabe,19.0
Vollzugslockerung,Vollzug,Lockerung,19.0
Klosterruine,Kloster,Ruine,19.0
Lachsforelle,Lachs,Forelle,19.0
Kosmetiksalon,Kosmetik,Salon,19.0
Kulturschaffen,Kultur,Schaffen,19.0
Wahlkampfhelfer,Wahlkampf,Helfer,19.0
Kapitelsaal,Kapitel,Saal,19.0
Kultursenat,Kultur,Senat,19.0
Kostenvolumen,Kosten,Volumen,19.0
Vorstandsressort,Vorstand,Ressort,19.0
Vollzugsdienst,Vollzug,Dienst,19.0
Kostenverteilung,Kosten,Verteilung,19.0
Kostenvergleich,Kosten,Vergleich,19.0
Kultursendung,Kultur,Sendung,19.0
Ladezeit,laden,Zeit,19.0
Wahlkampffinanzierung,Wahlkampf,Finanzierung,19.0
Kapselriss,Kapsel,Riss,19.0
Kulturwelt,Kultur,Welt,19.0
Juniorenweltmeister,Junior,Weltmeister,19.0
Kardinalfrage,kardinal,Frage,19.0
Jupitermond,Jupiter,Mond,19.0
Kostenblock,Kosten,Block,19.0
Knautschzone,knautschen,Zone,19.0
Kardinalfehler,kardinal,Fehler,19.0
Kulturverständnis,Kultur,Verständnis,19.0
Waffeleisen,Waffel,Eisen,19.0
Kakaobohne,Kakao,Bohne,19.0
Juniorprofessor,Junior,Professor,19.0
Knebelvertrag,Knebel,Vertrag,19.0
Ladenmiete,Laden,Miete,19.0
Kneifzange,kneifen,Zange,19.0
Kostenlawine,Kosten,Lawine,19.0
Juniwoche,Juni,Woche,19.0
Kneipenbesuch,Kneipe,Besuch,19.0
Kneipentour,Kneipe,Tour,19.0
Kneipenwirt,Kneipe,Wirt,19.0
Knetmasse,Knete,Masse,19.0
Junitag,Juni,Tag,19.0
Wahlkampfbüro,Wahlkampf,Büro,19.0
Kulturvermittlung,Kultur,Vermittlung,19.0
Kniestrumpf,Knie,Strumpf,19.0
Knieschmerz,Knie,Schmerz,19.0
Kegelbruder,Kegel,Bruder,19.0
Kniebundhose,Kniebund,Hose,19.0
Kostenermittlung,Kosten,Ermittlung,19.0
Kulturveranstalter,Kultur,Veranstalter,19.0
Kostenkalkulation,Kosten,Kalkulation,19.0
Kegelturnier,Kegel,Turnier,19.0
Waffenbruder,Waffe,Bruder,19.0
Juraprofessor,Jura,Professor,19.0
Kulturstandort,Kultur,Standort,19.0
Kulturwandel,Kultur,Wandel,19.0
Kapuzenpulli,Kapuze,Pulli,19.0
Kostenrisiko,Kosten,Risiko,19.0
Ladegut,laden,Gut,19.0
Kostenaufteilung,Kosten,Aufteilung,19.0
Knochenmarkspende,Knochenmark,Spende,19.0
Kehlkopfkrebs,Kehlkopf,Krebs,19.0
Kapuzenshirt,Kapuze,Shirt,19.0
Kulturvolk,Kultur,Volk,19.0
Ladekante,laden,Kante,19.0
Wahlschlacht,Wahl,Schlacht,19.0
Ladekapazität,laden,Kapazität,19.0
Knochenjob,Knochen,Job,19.0
Kakaobutter,Kakao,Butter,19.0
Knabenkraut,Knabe,Kraut,19.0
Knabenschule,Knabe,Schule,19.0
Ladekran,laden,Kran,19.0
Knochenfund,Knochen,Fund,19.0
Kostenproblem,Kosten,Problem,19.0
Waffendepot,Waffe,Depot,19.0
Kardinalskollegium,Kardinal,Kollegium,19.0
Wadenkrampf,Wade,Krampf,19.0
Knacknuss,knacken,Nuss,19.0
Knochendichte,Knochen,Dichte,19.0
Juniorenturnier,Junior,Turnier,19.0
Kegelverein,Kegel,Verein,19.0
Knallfrosch,Knall,Frosch,19.0
Kostenmiete,Kosten,Miete,19.0
Klostergemeinschaft,Kloster,Gemeinschaft,19.0
Klostergebäude,Kloster,Gebäude,19.0
Vorstandsklausur,Vorstand,Klausur,19.0
Wahlkampfkosten,Wahlkampf,Kosten,19.0
Kapitalseite,Kapital,Seite,19.0
Kalendermonat,Kalender,Monat,19.0
Lagerkommandant,Lager,Kommandant,19.0
Klimmzug,klimmen,Zug,19.0
Lagerkoller,Lager,Koller,19.0
Karnevalslied,Karneval,Lied,19.0
Kochlehrling,Koch,Lehrling,19.0
Kraftfahrzeugverkehr,Kraftfahrzeug,Verkehr,19.0
Kellerdecke,Keller,Decke,19.0
Lagerinsasse,Lager,Insasse,19.0
Kraftfahrzeugmechaniker,Kraftfahrzeug,Mechaniker,19.0
Kulturpessimismus,Kultur,Pessimismus,19.0
Kulturpessimist,Kultur,Pessimist,19.0
Voranzeige,vor,Anzeige,19.0
Karnevalskostüm,Karneval,Kostüm,19.0
Kochgeschirr,kochen,Geschirr,19.0
Klingelknopf,Klingel,Knopf,19.0
Lagerhaft,Lager,Haft,19.0
Kellerbar,Keller,Bar,19.0
Kochabend,kochen,Abend,19.0
Klingelschild,Klingel,Schild,19.0
Lagergebäude,Lager,Gebäude,19.0
Wachtturm,Wacht,Turm,19.0
Kraftfahrt,Kraft,Fahrt,19.0
Karnevalsdienstag,Karneval,Dienstag,19.0
Justizministerkonferenz,Justizminister,Konferenz,19.0
Klingelzeichen,Klingel,Zeichen,19.0
Koalitionswechsel,Koalition,Wechsel,19.0
Kraftfahrzeuggewerbe,Kraftfahrzeug,Gewerbe,19.0
Karnevalsorden,Karneval,Orden,19.0
Karnevalsparty,Karneval,Party,19.0
Waffengleichheit,Waffe,Gleichheit,19.0
Kulturmensch,Kultur,Mensch,19.0
Klimaschwankung,Klima,Schwankung,19.0
Klimastation,Klima,Station,19.0
Kundeninformation,Kunde,Information,19.0
Vollversion,voll,Version,19.0
Vorstandsvertrag,Vorstand,Vertrag,19.0
Korrekturbedarf,Korrektur,Bedarf,19.0
Klimasünder,Klima,Sünder,19.0
Kulturmetropole,Kultur,Metropole,19.0
Kellertür,Keller,Tür,19.0
Kellertreppe,Keller,Treppe,19.0
Klimasystem,Klima,System,19.0
Kochsalzlösung,Kochsalz,Lösung,19.0
Kundengeschäft,Kunde,Geschäft,19.0
Kraftprotz,Kraft,Protz,19.0
Vorauskommando,voraus,Kommando,19.0
Kochplatte,kochen,Platte,19.0
Wahlgremium,Wahl,Gremium,19.0
Korrosionsschutz,Korrosion,Schutz,19.0
Kräftigungsübung,Kräftigung,Übung,19.0
Vorstandsriege,Vorstand,Riege,19.0
Kapitalschnitt,Kapital,Schnitt,19.0
Lagermöglichkeit,Lager,Möglichkeit,19.0
Kochmütze,Koch,Mütze,19.0
Jungwald,jung,Wald,19.0
Lagerleitung,Lager,Leitung,19.0
Kaiserschmarren,Kaiser,Schmarren,19.0
Kellerloch,Keller,Loch,19.0
Kalendertag,Kalender,Tag,19.0
Lagerfeuerromantik,Lagerfeuer,Romantik,19.0
Kochsendung,Koch,Sendung,19.0
Klinikalltag,Klinik,Alltag,19.0
Korruptionsverfahren,Korruption,Verfahren,19.0
Lageeinschätzung,Lage,Einschätzung,19.0
Klofrau,Klo,Frau,19.0
Vorstandsebene,Vorstand,Ebene,19.0
Waisenheim,Waise,Heim,19.0
Lagebild,Lage,Bild,19.0
Vorstandsfrau,Vorstand,Frau,19.0
Waffenfabrik,Waffe,Fabrik,19.0
Klopfzeichen,klopfen,Zeichen,19.0
Krabbeltier,krabbeln,Tier,19.0
Laborleiter,Labor,Leiter,19.0
Kundenauftrag,Kunde,Auftrag,19.0
Keilriemen,Keil,Riemen,19.0
Wahlumfrage,Wahl,Umfrage,19.0
Justizapparat,Justiz,Apparat,19.0
Waffenexperte,Waffe,Experte,19.0
Volumenprozent,Volumen,Prozent,19.0
Karibikküste,Karibik,Küste,19.0
Klospülung,Klo,Spülung,19.0
Ladykiller,Lady,Killer,19.0
Kostümwechsel,Kostüm,Wechsel,19.0
Klosterbibliothek,Kloster,Bibliothek,19.0
Kostümverleih,Kostüm,Verleih,19.0
Klosterbruder,Kloster,Bruder,19.0
Juniorenbereich,Junior,Bereich,19.0
Koalitionsbildung,Koalition,Bildung,19.0
Kummerkasten,Kummer,Kasten,19.0
Wahlkampfkostenerstattung,Wahlkampf,Kostenerstattung,19.0
Kostümfest,Kostüm,Fest,19.0
Kloschüssel,Klo,Schüssel,19.0
Klobürste,Klo,Bürste,19.0
Klobrille,Klo,Brille,19.0
Justizdienst,Justiz,Dienst,19.0
Klinikbett,Klinik,Bett,19.0
Waldgeist,Wald,Geist,19.0
Lagerdenken,Lager,Denken,19.0
Klinikdirektor,Klinik,Direktor,19.0
Kundenbetreuer,Kunde,Betreuer,19.0
Kaufverhandlung,Kauf,Verhandlung,19.0
Keimbahn,Keim,Bahn,19.0
Klinikgelände,Klinik,Gelände,19.0
Klinikleiter,Klinik,Leiter,19.0
Voralpenland,Voralpen,Land,19.0
Kutschbock,Kutsche,Bock,19.0
Kräftespiel,Kraft,Spiel,19.0
Vorstandsbericht,Vorstand,Bericht,19.0
Vollzeitarbeitsplatz,Vollzeit,Arbeitsplatz,19.0
Waffengebrauch,Waffe,Gebrauch,19.0
Justizirrtum,Justiz,Irrtum,19.0
Lagenstaffel,Lage,Staffel,19.0
Karmeliterkloster,Karmeliter,Kloster,19.0
Karlskirche,Karl,Kirche,19.0
Kraftentfaltung,Kraft,Entfaltung,19.0
Karikaturenstreit,Karikatur,Streit,19.0
Keilschrift,Keil,Schrift,19.0
Laboranalyse,Labor,Analyse,19.0
Klischeevorstellung,Klischee,Vorstellung,19.0
Waldgaststätte,Wald,Gaststätte,19.0
Wahlrunde,Wahl,Runde,19.0
Korsettstange,Korsett,Stange,19.0
Wahlkampfmanöver,Wahlkampf,Manöver,19.0
Laborarzt,Labor,Arzt,19.0
Kulturphilosoph,Kultur,Philosoph,19.0
Kündigungstermin,Kündigung,Termin,19.0
Korbjagd,Korb,Jagd,19.0
Klangpracht,Klang,Pracht,19.0
Komplettpaket,komplett,Paket,19.0
Vortragsreise,Vortrag,Reise,19.0
Katastrophenfonds,Katastrophe,Fonds,19.0
Komplettangebot,komplett,Angebot,19.0
Kuhfladen,Kuh,Fladen,19.0
Währungseinfluss,Währung,Einfluss,19.0
Kreditrate,Kredit,Rate,19.0
Kameraarbeit,Kamera,Arbeit,19.0
Kabelbinder,Kabel,Binder,19.0
Kartennachfrage,Karte,Nachfrage,19.0
Klangschale,Klang,Schale,19.0
Landeskommission,Land,Kommission,19.0
Klanglandschaft,Klang,Landschaft,19.0
Kreditpolitik,Kredit,Politik,19.0
Klangschönheit,Klang,Schönheit,19.0
Komplettanbieter,komplett,Anbieter,19.0
Klangskulptur,Klang,Skulptur,19.0
Klangspektrum,Klang,Spektrum,19.0
Katastrophenhelfer,Katastrophe,Helfer,19.0
Kaffeetisch,Kaffee,Tisch,19.0
Kooperationsrat,Kooperation,Rat,19.0
Katastrophenjahr,Katastrophe,Jahr,19.0
Klangvielfalt,Klang,Vielfalt,19.0
Kreditkunde,Kredit,Kunde,19.0
Klangvolumen,Klang,Volumen,19.0
Kompetenzüberschreitung,Kompetenz,Überschreitung,19.0
Kreditkosten,Kredit,Kosten,19.0
Kernthese,Kern,These,19.0
Kompetenzstreitigkeit,Kompetenz,Streitigkeit,19.0
Klangkünstler,Klang,Künstler,19.0
Klangkulisse,Klang,Kulisse,19.0
Kursmakler,Kurs,Makler,19.0
Klagegesang,Klage,Gesang,19.0
Jungdemokrat,jung,Demokrat,19.0
Kursmanipulation,Kurs,Manipulation,19.0
Wahlpropaganda,Wahl,Propaganda,19.0
Kursplus,Kurs,Plus,19.0
Vorjahresdritte,Vorjahr,Dritte,19.0
Jungenmannschaft,Junge,Mannschaft,19.0
Klägeranwalt,Kläger,Anwalt,19.0
Kreditversorgung,Kredit,Versorgung,19.0
Kompressionsstrumpf,Kompression,Strumpf,19.0
Klageverfahren,Klage,Verfahren,19.0
Kugelsternhaufen,Kugel,Sternhaufen,19.0
Komplettsanierung,komplett,Sanierung,19.0
Klagewelle,Klage,Welle,19.0
Klangcollage,Klang,Collage,19.0
Kompositionstechnik,Komposition,Technik,19.0
Kameraeinstellung,Kamera,Einstellung,19.0
Kernzeit,Kern,Zeit,19.0
Kreditversicherung,Kredit,Versicherung,19.0
Kreditversicherer,Kredit,Versicherer,19.0
Klangfläche,Klang,Fläche,19.0
Kursraum,Kurs,Raum,19.0
Kursrisiko,Kurs,Risiko,19.0
Kreditvermittler,Kredit,Vermittler,19.0
Kooperationsangebot,Kooperation,Angebot,19.0
Jungfisch,jung,Fisch,19.0
Kooperationsgespräch,Kooperation,Gespräch,19.0
Kompostanlage,Kompost,Anlage,19.0
Kreditkartenunternehmen,Kreditkarte,Unternehmen,19.0
Katastrophenmeldung,Katastrophe,Meldung,19.0
Kernteam,Kern,Team,19.0
